Year,Total Item View,Item Id,View Ranking
2013,2,748,11
2013,2,621,11
2013,2,3629,11
2013,2,2580,11
2013,2,3122,11
2013,2,1976,11
2013,2,1389,11
2013,2,768,11
2013,2,3719,11
2013,2,3386,11
2013,2,565,11
2013,2,516,11
2013,2,1659,11
2013,2,1355,11
2013,2,1473,11
2013,2,2700,11
2013,2,271,11
2013,2,754,11
2013,2,2204,11
2013,2,925,11
2013,2,1616,11
2013,2,534,11
2013,2,3747,11
2013,2,107,11
2013,2,3160,11
2013,2,1730,11
2013,2,400,11
2013,2,3377,11
2013,2,3623,11
2013,2,39,11
2013,2,1000,11
2013,2,2168,11
2013,2,153,11
2013,2,1682,11
2013,2,1700,11
2013,2,963,11
2013,2,946,11
2013,2,2256,11
2013,2,3117,11
2013,2,1166,11
2013,2,492,11
2013,2,2830,11
2013,2,1084,11
2013,2,1712,11
2013,2,2393,11
2013,2,902,11
2013,2,1409,11
2013,2,2310,11
2013,2,2837,11
2013,2,1538,11
2013,2,698,11
2013,2,354,11
2013,2,3609,11
2013,2,1443,11
2013,2,1096,11
2013,2,263,11
2013,2,495,11
2013,2,3925,11
2013,2,1379,11
2013,2,264,11
2013,2,2550,11
2013,2,636,11
2013,2,1593,11
2013,2,2269,11
2013,2,2469,11
2013,2,118,11
2013,2,1533,11
2013,2,931,11
2013,2,2814,11
2013,2,3764,11
2013,2,2143,11
2013,2,2327,11
2013,2,1493,11
2013,2,2416,11
2013,2,441,11
2013,2,1628,11
2013,2,2499,11
2013,2,835,11
2013,2,1480,11
2013,2,881,11
2013,2,1475,11
2013,2,3667,11
2013,2,898,11
2013,2,3842,11
2013,2,982,11
2013,2,1267,11
2013,2,1880,11
2013,2,147,11
2013,2,3714,11
2013,2,2901,11
2013,2,2083,11
2013,2,3350,11
2013,2,2477,11
2013,2,3491,11
2013,2,3434,11
2013,2,607,11
2013,2,3247,11
2013,2,735,11
2013,2,361,11
2013,2,2683,11
2013,2,1180,11
2013,2,632,11
2013,2,713,11
2013,2,85,11
2013,2,211,11
2013,2,306,11
2013,2,3645,11
2013,2,2926,11
2013,2,2380,11
2013,2,9,11
2013,2,54,11
2013,2,3067,11
2013,2,182,11
2013,2,1817,11
2013,2,3938,11
2013,2,1361,11
2013,2,1150,11
2013,2,3226,11
2013,2,3385,11
2013,2,1703,11
2013,2,2565,11
2013,2,2157,11
2013,2,3181,11
2013,2,2703,11
2013,2,320,11
2013,2,0,11
2013,2,1734,11
2013,2,2106,11
2013,2,2911,11
2013,2,1416,11
2013,2,1014,11
2013,2,32,11
2013,2,1830,11
2013,2,1275,11
2013,2,3745,11
2013,2,1230,11
2013,2,1460,11
2013,2,990,11
2013,2,71,11
2013,2,301,11
2013,2,46,11
2013,2,1544,11
2013,2,292,11
2013,2,781,11
2013,2,2245,11
2013,2,3023,11
2013,2,2001,11
2013,2,1110,11
2013,2,93,11
2013,2,3969,11
2013,2,2833,11
2013,2,2775,11
2013,2,3355,11
2013,2,681,11
2013,2,1350,11
2013,2,2297,11
2013,2,2881,11
2013,2,2677,11
2013,2,2754,11
2013,2,72,11
2013,2,1974,11
2013,2,3114,11
2013,2,3281,11
2013,2,1511,11
2013,2,2487,11
2013,2,3924,11
2013,2,1287,11
2013,2,1737,11
2013,2,1119,11
2013,2,2951,11
2013,2,1814,11
2013,2,210,11
2013,2,2340,11
2013,2,188,11
2013,2,27,11
2013,2,3054,11
2013,2,1372,11
2013,2,336,11
2013,2,3373,11
2013,2,1297,11
2013,2,1738,11
2013,2,3728,11
2013,2,1590,11
2013,2,623,11
2013,2,2375,11
2013,2,3576,11
2013,2,1093,11
2013,2,2321,11
2013,2,3471,11
2013,2,333,11
2013,2,601,11
2013,2,1724,11
2013,2,1661,11
2013,2,573,11
2013,2,87,11
2013,2,870,11
2013,2,2880,11
2013,2,3899,11
2013,2,2420,11
2013,2,551,11
2013,2,470,11
2013,2,2596,11
2013,2,1042,11
2013,2,1990,11
2013,2,3161,11
2013,2,395,11
2013,2,3942,11
2013,2,2995,11
2013,2,3368,11
2013,2,1980,11
2013,2,2963,11
2013,2,3525,11
2013,2,2928,11
2013,2,937,11
2013,2,3328,11
2013,2,3701,11
2013,2,1497,11
2013,2,3387,11
2013,2,417,11
2013,2,2817,11
2013,2,3787,11
2013,2,1690,11
2013,2,1655,11
2013,2,2075,11
2013,2,3248,11
2013,2,438,11
2013,2,2219,11
2013,2,689,11
2013,2,3693,11
2013,2,1710,11
2013,2,2545,11
2013,2,2768,11
2013,2,3444,11
2013,2,2451,11
2013,2,1061,11
2013,2,3570,11
2013,2,2295,11
2013,2,1107,11
2013,2,798,11
2013,2,3341,11
2013,2,381,11
2013,2,3498,11
2013,2,2172,11
2013,2,2835,11
2013,2,3134,11
2013,2,1680,11
2013,2,266,11
2013,2,814,11
2013,2,1239,11
2013,2,715,11
2013,2,171,11
2013,2,308,11
2013,2,2738,11
2013,2,3152,11
2013,2,2842,11
2013,2,2102,11
2013,2,3257,11
2013,2,3317,11
2013,2,3147,11
2013,2,1271,11
2013,2,3187,11
2013,2,2710,11
2013,2,3022,11
2013,2,1105,11
2013,2,1978,11
2013,2,725,11
2013,2,371,11
2013,2,2599,11
2013,2,1596,11
2013,2,1934,11
2013,2,2438,11
2013,2,3348,11
2013,2,923,11
2013,2,3074,11
2013,2,1663,11
2013,2,2421,11
2013,2,2641,11
2013,2,217,11
2013,2,2756,11
2013,2,3893,11
2013,2,1713,11
2013,2,482,11
2013,2,2552,11
2013,2,3921,11
2013,2,3362,11
2013,2,2794,11
2013,2,2441,11
2013,2,787,11
2013,2,2456,11
2013,2,2293,11
2013,2,30,11
2013,2,267,11
2013,2,1376,11
2013,2,201,11
2013,2,2844,11
2013,2,290,11
2013,2,3304,11
2013,2,2260,11
2013,2,3475,11
2013,2,1405,11
2013,2,2447,11
2013,2,204,11
2013,2,3077,11
2013,2,3193,11
2013,2,971,11
2013,2,212,11
2013,2,1548,11
2013,2,1771,11
2013,2,2344,11
2013,2,1699,11
2013,2,2234,11
2013,2,716,11
2013,2,2839,11
2013,2,2627,11
2013,2,3756,11
2013,2,859,11
2013,2,996,11
2013,2,3520,11
2013,2,3485,11
2013,2,3808,11
2013,2,3957,11
2013,2,3884,11
2013,2,1621,11
2013,2,3155,11
2013,2,173,11
2013,2,3332,11
2013,2,1052,11
2013,2,3862,11
2013,2,3914,11
2013,2,1431,11
2013,2,1257,11
2013,2,2532,11
2013,2,845,11
2013,2,297,11
2013,2,1577,11
2013,2,3900,11
2013,2,3263,11
2013,2,2093,11
2013,2,764,11
2013,2,444,11
2013,2,110,11
2013,2,179,11
2013,2,1819,11
2013,2,886,11
2013,2,1602,11
2013,2,3388,11
2013,2,2353,11
2013,2,2430,11
2013,2,2257,11
2013,2,2985,11
2013,2,2867,11
2013,2,969,11
2013,2,2288,11
2013,2,2750,11
2013,2,2624,11
2013,2,989,11
2013,2,1977,11
2013,2,2831,11
2013,2,2590,11
2013,2,2555,11
2013,2,2640,11
2013,2,1570,11
2013,2,2982,11
2013,2,3105,11
2013,2,858,11
2013,2,590,11
2013,2,1086,11
2013,2,3984,11
2013,2,1657,11
2013,2,3777,11
2013,2,3056,11
2013,2,3575,11
2013,2,2644,11
2013,2,1656,11
2013,2,841,11
2013,2,1377,11
2013,2,3847,11
2013,2,2411,11
2013,2,268,11
2013,2,2967,11
2013,2,2922,11
2013,2,3703,11
2013,2,1090,11
2013,2,2584,11
2013,2,2044,11
2013,2,3014,11
2013,2,2681,11
2013,2,895,11
2013,2,2493,11
2013,2,3870,11
2013,2,3004,11
2013,2,1124,11
2013,2,1741,11
2013,2,344,11
2013,2,3313,11
2013,2,594,11
2013,2,1896,11
2013,2,1900,11
2013,2,2021,11
2013,2,2588,11
2013,2,3119,11
2013,2,53,11
2013,2,3086,11
2013,2,2139,11
2013,2,1685,11
2013,2,1188,11
2013,2,1781,11
2013,2,864,11
2013,1,3449,12
2013,1,432,12
2013,1,1704,12
2013,1,1648,12
2013,1,913,12
2013,1,2943,12
2013,1,1279,12
2013,1,359,12
2013,1,899,12
2013,1,564,12
2013,1,341,12
2013,1,2002,12
2013,1,1756,12
2013,1,3748,12
2013,1,2556,12
2013,1,1328,12
2013,1,702,12
2013,1,2616,12
2013,1,1007,12
2013,1,1606,12
2013,1,351,12
2013,1,3658,12
2013,1,3781,12
2013,1,200,12
2013,1,3947,12
2013,1,3640,12
2013,1,3730,12
2013,1,1099,12
2013,1,1552,12
2013,1,1545,12
2013,1,1878,12
2013,1,78,12
2013,1,355,12
2013,1,901,12
2013,1,2597,12
2013,1,3218,12
2013,1,3053,12
2013,1,3250,12
2013,1,109,12
2013,1,3913,12
2013,1,696,12
2013,1,2876,12
2013,1,2316,12
2013,1,538,12
2013,1,3486,12
2013,1,2622,12
2013,1,869,12
2013,1,2084,12
2013,1,3505,12
2013,1,589,12
2013,1,1812,12
2013,1,922,12
2013,1,2952,12
2013,1,3393,12
2013,1,2578,12
2013,1,2507,12
2013,1,1687,12
2013,1,1189,12
2013,1,3744,12
2013,1,1666,12
2013,1,3650,12
2013,1,2848,12
2013,1,2201,12
2013,1,1250,12
2013,1,466,12
2013,1,1594,12
2013,1,557,12
2013,1,3118,12
2013,1,2462,12
2013,1,493,12
2013,1,3857,12
2013,1,326,12
2013,1,3042,12
2013,1,2961,12
2013,1,1852,12
2013,1,637,12
2013,1,3188,12
2013,1,3905,12
2013,1,2189,12
2013,1,1097,12
2013,1,3442,12
2013,1,3835,12
2013,1,3556,12
2013,1,2612,12
2013,1,2123,12
2013,1,1945,12
2013,1,259,12
2013,1,2115,12
2013,1,935,12
2013,1,2978,12
2013,1,3277,12
2013,1,1237,12
2013,1,3323,12
2013,1,3825,12
2013,1,3447,12
2013,1,654,12
2013,1,108,12
2013,1,2152,12
2013,1,92,12
2013,1,1555,12
2013,1,3700,12
2013,1,3662,12
2013,1,2144,12
2013,1,2007,12
2013,1,1334,12
2013,1,2559,12
2013,1,3143,12
2013,1,3258,12
2013,1,2581,12
2013,1,1121,12
2013,1,2187,12
2013,1,2035,12
2013,1,804,12
2013,1,2745,12
2013,1,3462,12
2013,1,3712,12
2013,1,3034,12
2013,1,1798,12
2013,1,1572,12
2013,1,1369,12
2013,1,362,12
2013,1,1873,12
2013,1,1506,12
2013,1,553,12
2013,1,508,12
2013,1,3819,12
2013,1,1192,12
2013,1,3109,12
2013,1,1921,12
2013,1,1688,12
2013,1,1436,12
2013,1,2836,12
2013,1,3019,12
2013,1,2121,12
2013,1,283,12
2013,1,1422,12
2013,1,758,12
2013,1,2318,12
2013,1,2303,12
2013,1,418,12
2013,1,207,12
2013,1,824,12
2013,1,1969,12
2013,1,975,12
2013,1,1068,12
2013,1,2174,12
2013,1,3402,12
2013,1,3554,12
2013,1,1818,12
2013,1,214,12
2013,1,412,12
2013,1,1802,12
2013,1,2931,12
2013,1,3672,12
2013,1,1137,12
2013,1,2423,12
2013,1,94,12
2013,1,2601,12
2013,1,3769,12
2013,1,2078,12
2013,1,488,12
2013,1,1437,12
2013,1,140,12
2013,1,232,12
2013,1,2322,12
2013,1,909,12
2013,1,1672,12
2013,1,1706,12
2013,1,1268,12
2013,1,3826,12
2013,1,2741,12
2013,1,3960,12
2013,1,1740,12
2013,1,2613,12
2013,1,854,12
2013,1,464,12
2013,1,3365,12
2013,1,3044,12
2013,1,1384,12
2013,1,3001,12
2013,1,3441,12
2013,1,3195,12
2013,1,1568,12
2013,1,1993,12
2013,1,2222,12
2013,1,2996,12
2013,1,1920,12
2013,1,2077,12
2013,1,580,12
2013,1,1459,12
2013,1,3681,12
2013,1,1059,12
2013,1,868,12
2013,1,2151,12
2013,1,612,12
2013,1,1303,12
2013,1,904,12
2013,1,1929,12
2013,1,3082,12
2013,1,2887,12
2013,1,1258,12
2013,1,1762,12
2013,1,3706,12
2013,1,2749,12
2013,1,2892,12
2013,1,1825,12
2013,1,3168,12
2013,1,353,12
2013,1,1185,12
2013,1,2210,12
2013,1,1637,12
2013,1,1073,12
2013,1,1791,12
2013,1,2009,12
2013,1,2690,12
2013,1,471,12
2013,1,908,12
2013,1,3423,12
2013,1,729,12
2013,1,1836,12
2013,1,2452,12
2013,1,322,12
2013,1,3523,12
2013,1,2417,12
2013,1,558,12
2013,1,2526,12
2013,1,1246,12
2013,1,918,12
2013,1,3675,12
2013,1,3196,12
2013,1,3469,12
2013,1,3301,12
2013,1,2698,12
2013,1,3406,12
2013,1,215,12
2013,1,1395,12
2013,1,1411,12
2013,1,219,12
2013,1,1146,12
2013,1,327,12
2013,1,563,12
2013,1,1850,12
2013,1,3243,12
2013,1,3874,12
2013,1,3993,12
2013,1,2891,12
2013,1,3290,12
2013,1,13,12
2013,1,635,12
2013,1,222,12
2013,1,3946,12
2013,1,2718,12
2013,1,3619,12
2013,1,3239,12
2013,1,2199,12
2013,1,2560,12
2013,1,2286,12
2013,1,132,12
2013,1,487,12
2013,1,1854,12
2013,1,345,12
2013,1,3544,12
2013,1,794,12
2013,1,2785,12
2014,29,244,1
2014,29,1353,1
2014,28,27,2
2014,27,3613,3
2014,27,3434,3
2014,27,2380,3
2014,26,963,4
2014,26,1872,4
2014,26,1594,4
2014,26,3171,4
2014,26,1840,4
2014,25,1260,5
2014,25,502,5
2014,25,2756,5
2014,25,766,5
2014,25,2390,5
2014,25,3878,5
2014,25,2088,5
2014,24,471,6
2014,24,888,6
2014,24,3928,6
2014,24,373,6
2014,24,3764,6
2014,24,1758,6
2014,24,377,6
2014,24,3670,6
2014,24,3822,6
2014,24,60,6
2014,23,3162,7
2014,23,3240,7
2014,23,3509,7
2014,23,2122,7
2014,23,1471,7
2014,23,3124,7
2014,23,1082,7
2014,23,922,7
2014,23,1188,7
2014,23,2817,7
2014,23,1159,7
2014,23,131,7
2014,23,129,7
2014,23,3725,7
2014,23,2514,7
2014,23,3907,7
2014,23,880,7
2014,23,2531,7
2014,23,771,7
2014,23,1979,7
2014,23,42,7
2014,22,3352,8
2014,22,2740,8
2014,22,2754,8
2014,22,2658,8
2014,22,2646,8
2014,22,1721,8
2014,22,16,8
2014,22,3649,8
2014,22,1509,8
2014,22,955,8
2014,22,2179,8
2014,22,427,8
2014,22,2328,8
2014,22,2626,8
2014,22,2828,8
2014,22,561,8
2014,22,367,8
2014,22,929,8
2014,22,1109,8
2014,22,1261,8
2014,22,852,8
2014,22,217,8
2014,22,1335,8
2014,22,1061,8
2014,22,1712,8
2014,22,204,8
2014,22,836,8
2014,22,982,8
2014,22,3736,8
2014,22,3978,8
2014,22,3328,8
2014,22,3155,8
2014,22,1976,8
2014,22,3102,8
2014,22,662,8
2014,22,2425,8
2014,22,2288,8
2014,22,1654,8
2014,22,854,8
2014,22,3424,8
2014,22,886,8
2014,21,2715,9
2014,21,3482,9
2014,21,2245,9
2014,21,2705,9
2014,21,2515,9
2014,21,1049,9
2014,21,1388,9
2014,21,971,9
2014,21,575,9
2014,21,3496,9
2014,21,3202,9
2014,21,781,9
2014,21,147,9
2014,21,1312,9
2014,21,3223,9
2014,21,2555,9
2014,21,2420,9
2014,21,2871,9
2014,21,3167,9
2014,21,759,9
2014,21,3011,9
2014,21,694,9
2014,21,637,9
2014,21,895,9
2014,21,2082,9
2014,21,2525,9
2014,21,654,9
2014,21,1037,9
2014,21,3693,9
2014,21,3774,9
2014,21,2086,9
2014,21,3596,9
2014,21,2054,9
2014,21,2550,9
2014,21,1068,9
2014,21,1355,9
2014,21,1513,9
2014,21,423,9
2014,21,3415,9
2014,21,3761,9
2014,21,959,9
2014,21,2257,9
2014,21,236,9
2014,21,3099,9
2014,21,3377,9
2014,21,2270,9
2014,21,591,9
2014,21,3581,9
2014,21,3078,9
2014,21,2865,9
2014,21,2623,9
2014,21,1808,9
2014,21,3533,9
2014,21,3435,9
2014,21,1585,9
2014,21,3219,9
2014,21,3884,9
2014,21,2344,9
2014,21,1182,9
2014,21,3024,9
2014,21,3335,9
2014,21,1031,9
2014,21,1510,9
2014,20,1160,10
2014,20,844,10
2014,20,2069,10
2014,20,1229,10
2014,20,1735,10
2014,20,3548,10
2014,20,3861,10
2014,20,3289,10
2014,20,2370,10
2014,20,2133,10
2014,20,292,10
2014,20,1175,10
2014,20,2322,10
2014,20,696,10
2014,20,2176,10
2014,20,2512,10
2014,20,1926,10
2014,20,1163,10
2014,20,327,10
2014,20,2367,10
2014,20,1893,10
2014,20,676,10
2014,20,3854,10
2014,20,3313,10
2014,20,2269,10
2014,20,3639,10
2014,20,509,10
2014,20,1794,10
2014,20,2984,10
2014,20,163,10
2014,20,1981,10
2014,20,72,10
2014,20,1538,10
2014,20,1921,10
2014,20,615,10
2014,20,26,10
2014,20,409,10
2014,20,1171,10
2014,20,138,10
2014,20,2233,10
2014,20,283,10
2014,20,3461,10
2014,20,2583,10
2014,20,3934,10
2014,20,1574,10
2014,20,801,10
2014,20,2001,10
2014,20,136,10
2014,20,855,10
2014,20,3942,10
2014,20,353,10
2014,20,483,10
2014,20,2493,10
2014,20,3037,10
2014,20,3039,10
2014,20,1376,10
2014,20,835,10
2014,20,1570,10
2014,20,512,10
2014,20,3831,10
2014,20,3253,10
2014,20,2746,10
2014,20,602,10
2014,20,1503,10
2014,20,3016,10
2014,20,2035,10
2014,20,3468,10
2014,20,1437,10
2014,20,2104,10
2014,20,3968,10
2014,20,3653,10
2014,20,3276,10
2014,20,2331,10
2014,20,3402,10
2014,20,3197,10
2014,20,279,10
2014,20,3459,10
2014,20,1990,10
2014,20,968,10
2014,20,173,10
2014,20,747,10
2014,20,3200,10
2014,20,3003,10
2014,20,459,10
2014,20,599,10
2014,20,3640,10
2014,19,2271,11
2014,19,3122,11
2014,19,3685,11
2014,19,1989,11
2014,19,1107,11
2014,19,93,11
2014,19,265,11
2014,19,699,11
2014,19,69,11
2014,19,318,11
2014,19,383,11
2014,19,1963,11
2014,19,2341,11
2014,19,2734,11
2014,19,3635,11
2014,19,0,11
2014,19,2674,11
2014,19,1390,11
2014,19,475,11
2014,19,2238,11
2014,19,3421,11
2014,19,2992,11
2014,19,900,11
2014,19,746,11
2014,19,3874,11
2014,19,1672,11
2014,19,851,11
2014,19,1781,11
2014,19,1294,11
2014,19,3309,11
2014,19,366,11
2014,19,2234,11
2014,19,3460,11
2014,19,1472,11
2014,19,3462,11
2014,19,869,11
2014,19,51,11
2014,19,2652,11
2014,19,1364,11
2014,19,1126,11
2014,19,1748,11
2014,19,1090,11
2014,19,332,11
2014,19,8,11
2014,19,2691,11
2014,19,937,11
2014,19,2099,11
2014,19,1578,11
2014,19,2474,11
2014,19,2631,11
2014,19,1505,11
2014,19,310,11
2014,19,1482,11
2014,19,2876,11
2014,19,3559,11
2014,19,3052,11
2014,19,464,11
2014,19,418,11
2014,19,2274,11
2014,19,3254,11
2014,19,1918,11
2014,19,1204,11
2014,19,2203,11
2014,19,761,11
2014,19,1493,11
2014,19,47,11
2014,19,1507,11
2014,19,3216,11
2014,19,1582,11
2014,19,1975,11
2014,19,2,11
2014,19,79,11
2014,19,975,11
2014,19,209,11
2014,19,2995,11
2014,19,2672,11
2014,19,2831,11
2014,19,246,11
2014,19,1565,11
2014,19,3932,11
2014,19,1280,11
2014,19,2842,11
2014,19,3014,11
2014,19,3797,11
2014,19,1103,11
2014,19,100,11
2014,19,3109,11
2014,19,1459,11
2014,19,2532,11
2014,19,3859,11
2014,19,1732,11
2014,19,2957,11
2014,19,804,11
2014,19,2075,11
2014,19,935,11
2014,19,1805,11
2014,19,661,11
2014,19,2248,11
2014,19,1734,11
2014,19,1400,11
2014,19,3273,11
2014,19,573,11
2014,19,1543,11
2014,19,684,11
2014,19,2603,11
2014,19,2182,11
2014,19,2393,11
2014,19,3404,11
2014,19,1645,11
2014,19,1334,11
2014,19,218,11
2014,19,207,11
2014,19,2105,11
2014,19,784,11
2014,19,3988,11
2014,19,1399,11
2014,19,1908,11
2014,19,1699,11
2014,19,720,11
2014,18,2016,12
2014,18,758,12
2014,18,2950,12
2014,18,293,12
2014,18,3625,12
2014,18,2361,12
2014,18,3702,12
2014,18,757,12
2014,18,2500,12
2014,18,183,12
2014,18,2189,12
2014,18,1733,12
2014,18,706,12
2014,18,1494,12
2014,18,3642,12
2014,18,2180,12
2014,18,33,12
2014,18,3825,12
2014,18,2363,12
2014,18,3703,12
2014,18,754,12
2014,18,492,12
2014,18,1661,12
2014,18,1551,12
2014,18,1111,12
2014,18,1232,12
2014,18,2469,12
2014,18,2778,12
2014,18,3317,12
2014,18,355,12
2014,18,2157,12
2014,18,1945,12
2014,18,1501,12
2014,18,1036,12
2014,18,2170,12
2014,18,3281,12
2014,18,3293,12
2014,18,1789,12
2014,18,3890,12
2014,18,2438,12
2014,18,581,12
2014,18,3781,12
2014,18,2400,12
2014,18,716,12
2014,18,2261,12
2014,18,3964,12
2014,18,731,12
2014,18,1254,12
2014,18,2562,12
2014,18,2601,12
2014,18,2676,12
2014,18,3812,12
2014,18,3798,12
2014,18,2019,12
2014,18,1057,12
2014,18,1836,12
2014,18,3061,12
2014,18,619,12
2014,18,1555,12
2014,18,3900,12
2014,18,2173,12
2014,18,1719,12
2014,18,2196,12
2014,18,3523,12
2014,18,3746,12
2014,18,2293,12
2014,18,1189,12
2014,18,1941,12
2014,18,430,12
2014,18,702,12
2014,18,290,12
2014,18,3407,12
2014,18,2829,12
2014,18,2952,12
2014,18,1461,12
2014,18,3277,12
2014,18,597,12
2014,18,3341,12
2014,18,6,12
2014,18,1890,12
2014,18,3793,12
2014,18,1973,12
2014,18,1993,12
2014,18,1275,12
2014,18,1227,12
2014,18,1099,12
2014,18,3714,12
2014,18,1968,12
2014,18,2951,12
2014,18,2199,12
2014,18,1064,12
2014,18,2899,12
2014,18,530,12
2014,18,3887,12
2014,18,306,12
2014,18,1965,12
2014,18,689,12
2014,18,2763,12
2014,18,1055,12
2014,18,274,12
2014,18,549,12
2014,18,940,12
2014,18,893,12
2014,18,3022,12
2014,18,2255,12
2014,18,1259,12
2014,18,2945,12
2014,18,903,12
2014,18,2447,12
2014,18,3762,12
2014,18,3598,12
2014,18,2943,12
2014,18,1970,12
2014,18,2456,12
2014,18,2354,12
2014,18,282,12
2014,18,979,12
2014,18,230,12
2014,18,1667,12
2014,18,1047,12
2014,18,1593,12
2014,18,1488,12
2014,18,735,12
2014,18,3529,12
2014,18,1448,12
2014,18,108,12
2014,18,1530,12
2014,18,3264,12
2014,18,691,12
2014,18,1796,12
2014,18,2498,12
2014,18,1434,12
2014,18,2142,12
2014,18,7,12
2014,18,2139,12
2014,18,3387,12
2014,18,1649,12
2014,17,791,13
2014,17,2810,13
2014,17,2009,13
2014,17,1151,13
2014,17,2597,13
2014,17,2789,13
2014,17,3911,13
2014,17,589,13
2014,17,2289,13
2014,17,3146,13
2014,17,1045,13
2014,17,3922,13
2014,17,2348,13
2014,17,3332,13
2014,17,3925,13
2014,17,3882,13
2014,17,2047,13
2014,17,3450,13
2014,17,1777,13
2014,17,361,13
2014,17,2854,13
2014,17,3899,13
2014,17,3756,13
2014,17,2462,13
2014,17,399,13
2014,17,3095,13
2014,17,394,13
2014,17,2539,13
2014,17,1978,13
2014,17,3610,13
2014,17,2268,13
2014,17,3142,13
2014,17,200,13
2014,17,2833,13
2014,17,612,13
2014,17,3248,13
2014,17,1262,13
2014,17,944,13
2014,17,152,13
2014,17,2208,13
2014,17,1235,13
2014,17,3953,13
2014,17,2581,13
2014,17,992,13
2014,17,733,13
2014,17,488,13
2014,17,3290,13
2014,17,3266,13
2014,17,2411,13
2014,17,1431,13
2014,17,2805,13
2014,17,3983,13
2014,17,1829,13
2014,17,2901,13
2014,17,2491,13
2014,17,3576,13
2014,17,2408,13
2014,17,2560,13
2014,17,1460,13
2014,17,3410,13
2014,17,2204,13
2014,17,3747,13
2014,17,2156,13
2014,17,1887,13
2014,17,565,13
2014,17,1814,13
2014,17,1757,13
2014,17,2580,13
2014,17,2121,13
2014,17,137,13
2014,17,2134,13
2014,17,3096,13
2014,17,2508,13
2014,17,67,13
2014,17,3572,13
2014,17,2928,13
2014,17,3165,13
2014,17,2922,13
2014,17,2638,13
2014,17,698,13
2014,17,2578,13
2014,17,1413,13
2014,17,2187,13
2014,17,2216,13
2014,17,690,13
2014,17,3877,13
2014,17,3689,13
2014,17,1532,13
2014,17,2821,13
2014,17,2794,13
2014,17,179,13
2014,17,826,13
2014,17,3514,13
2014,17,1164,13
2014,17,2205,13
2014,17,1903,13
2014,17,3385,13
2014,17,3258,13
2014,17,2140,13
2014,17,732,13
2014,17,604,13
2014,17,2751,13
2014,17,3362,13
2014,17,2723,13
2014,17,1852,13
2014,17,3525,13
2014,17,3442,13
2014,17,2920,13
2014,17,1682,13
2014,17,805,13
2014,17,296,13
2014,17,1524,13
2014,17,2599,13
2014,17,438,13
2014,17,3940,13
2014,17,89,13
2014,17,3627,13
2014,17,3077,13
2014,17,1096,13
2014,17,795,13
2014,17,862,13
2014,17,2044,13
2014,17,3133,13
2014,17,2587,13
2014,17,215,13
2014,17,1595,13
2014,17,508,13
2014,17,2321,13
2014,17,3267,13
2014,17,58,13
2014,17,2477,13
2014,17,3475,13
2014,17,2063,13
2014,17,2003,13
2014,17,1961,13
2014,17,2487,13
2014,17,3053,13
2014,17,2423,13
2014,17,1321,13
2014,17,2584,13
2014,17,1192,13
2014,17,3456,13
2014,17,3118,13
2014,17,273,13
2014,17,308,13
2014,17,2290,13
2014,17,1200,13
2014,17,3917,13
2014,17,1683,13
2014,17,2256,13
2014,17,2559,13
2014,17,1704,13
2014,17,620,13
2014,16,2545,14
2014,16,1515,14
2014,16,1117,14
2014,16,703,14
2014,16,928,14
2014,16,3501,14
2014,16,3235,14
2014,16,122,14
2014,16,1514,14
2014,16,635,14
2014,16,3082,14
2014,16,1871,14
2014,16,3623,14
2014,16,1214,14
2014,16,1759,14
2014,16,2414,14
2014,16,2618,14
2014,16,3301,14
2014,16,470,14
2014,16,172,14
2014,16,3192,14
2014,16,2875,14
2014,16,1843,14
2014,16,411,14
2014,16,3615,14
2014,16,3495,14
2014,16,1791,14
2014,16,3188,14
2014,16,2038,14
2014,16,3753,14
2014,16,3824,14
2014,16,2378,14
2014,16,3962,14
2014,16,1174,14
2014,16,3556,14
2014,16,3070,14
2014,16,819,14
2014,16,450,14
2014,16,2923,14
2014,16,2844,14
2014,16,1881,14
2014,16,3701,14
2014,16,1740,14
2014,16,1475,14
2014,16,1149,14
2014,16,2589,14
2014,16,1863,14
2014,16,3570,14
2014,16,3893,14
2014,16,1284,14
2014,16,1688,14
2014,16,96,14
2014,16,216,14
2014,16,3196,14
2014,16,1865,14
2014,16,1095,14
2014,16,3471,14
2014,16,3517,14
2014,16,3662,14
2014,16,2316,14
2014,16,1143,14
2014,16,2867,14
2014,16,1665,14
2014,16,595,14
2014,16,1599,14
2014,16,2068,14
2014,16,2112,14
2014,16,1809,14
2014,16,3808,14
2014,16,824,14
2014,16,322,14
2014,16,2666,14
2014,16,3645,14
2014,16,764,14
2014,16,1246,14
2014,16,3969,14
2014,16,2106,14
2014,16,2685,14
2014,16,3455,14
2014,16,3485,14
2014,16,3672,14
2014,16,2395,14
2014,16,449,14
2014,16,3632,14
2014,16,188,14
2014,16,715,14
2014,16,31,14
2014,16,3946,14
2014,16,1786,14
2014,16,1206,14
2014,16,2030,14
2014,16,3285,14
2014,16,3465,14
2014,16,127,14
2014,16,1088,14
2014,16,1576,14
2014,16,2968,14
2014,16,973,14
2014,16,2787,14
2014,16,211,14
2014,16,3134,14
2014,16,860,14
2014,16,3481,14
2014,16,2303,14
2014,16,601,14
2014,16,2690,14
2014,16,3531,14
2014,16,3207,14
2014,16,2700,14
2014,16,2795,14
2014,16,1698,14
2014,16,3846,14
2014,16,2961,14
2014,16,1485,14
2014,16,2909,14
